--------- beginning of main
03-03 07:01:51.590 W/auditd  (  335): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 07:01:54.521 I/vold    (  338): Vold 3.0 (the awakening) firing up
03-03 07:01:54.521 V/vold    (  338): Detected support for: ext4 vfat
03-03 07:01:54.778 I/rmt_storage(  369): Shared memory initialised successfully.
12-22 08:46:47.330 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.330 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.331 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.331 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.331 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.331 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.331 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.332 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.332 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.332 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.332 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.332 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.333 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.333 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.333 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.333 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.333 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.334 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.334 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.334 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.334 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.335 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.335 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.335 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.335 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.335 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.335 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.336 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.336 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.336 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.336 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.336 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.337 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.337 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.337 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.337 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.337 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.337 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.338 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.338 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.338 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.338 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.339 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.339 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.339 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.339 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.339 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.340 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.340 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.340 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.340 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.340 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.340 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.341 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.341 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.341 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.341 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.342 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.342 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.342 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.342 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.342 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.343 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.343 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.343 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.343 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.343 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.344 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.344 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.344 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.344 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.344 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.345 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.345 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.345 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.345 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.345 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.347 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.348 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.349 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.349 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.349 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.349 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.349 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.350 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.350 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.350 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.350 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.350 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.352 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.352 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.352 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.352 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.352 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.353 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.353 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.353 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.353 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.353 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.354 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.354 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.354 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.354 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.354 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.354 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.355 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.356 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.356 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.356 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.356 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.356 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.356 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.356 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.356 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.357 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.357 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.357 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.357 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.357 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.357 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.357 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.363 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.364 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.365 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.365 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.365 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.365 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.365 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.366 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.366 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.366 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.366 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.366 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.367 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.368 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.369 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.369 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.369 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.369 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.369 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.371 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.371 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.371 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.371 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.371 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.371 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.372 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.373 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.373 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.373 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.373 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.373 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.375 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=57
12-22 08:46:47.375 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=57
12-22 08:46:47.375 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=57, status_flags=4
12-22 08:46:47.375 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.375 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.378 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.379 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.379 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.379 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.379 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.379 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=29
12-22 08:46:47.380 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=29
12-22 08:46:47.380 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=29, status_flags=4
12-22 08:46:47.380 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.380 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.380 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.381 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.381 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.381 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.381 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
12-22 08:46:47.381 E/QC-QMI  (  492): qmi_qmux_open_connection: connection is disabled for conn_id=48
12-22 08:46:47.381 E/QC-QMI  (  492): qmi_qmux_tx_msg: failed to open inactive connd_id=48
12-22 08:46:47.382 E/QC-QMI  (  492): qmi_qmux: TX failed, connection inactive or in reset, conn_id=48, status_flags=4
12-22 08:46:47.382 E/QC-QMI  (  492): qmi_ctl_tx_msg: qmi_qmux_tx_msg failed
12-22 08:46:47.382 E/QC-QMI  (  492): qmi_ctl_handle_request: qmi_ctl_tx_msg call failed
